0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,454855 0,4543892 0,460427 0,4913146 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4697363 0,4913498 0,4812374 0,4814444 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4640649 0,4524494 0,4608259 0,4595404 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4622996 0,4612084 0,46463 0,4604019 0,5 0,5 0,5 0,5 ;0,5 0,5 0,46 0,4647599 0,46 0,46 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5225444 0,5073812 0,5043007 0,515519 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4650692 0,472487 0,4728922 0,4877322 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4613008 0,460393 0,468304 0,464089 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4594045 0,457102 0,4596501 0,4641776 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5339886 0,4970545 0,47 0,47 0,5 0,5 0,5 0,5 ;0,5 0,5 0,524812 0,4848055 0,47 0,47 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,477925 0,5029104 0,4633277 0,4656259 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4640321 0,4706824 0,4885187 0,4761738 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,4708062 0,4608021 0,4823596 0,477484 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4645922 0,4703444 0,4738639 0,4637232 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5449845 0,5096968 0,5018295 0,47 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4669538 0,4911619 0,4799376 0,464171 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4790989 0,47 0,47 0,47 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4714357 0,4782128 0,477914 0,4891266 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4743036 0,4908848 0,4779524 0,47734 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,5046811 0,4781889 0,4596124 0,480713 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5043286 0,511713 0,4868114 0,5105251 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,47 0,47 0,47 0,47 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4820185 0,475371 0,4842455 0,4742992 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,4744151 0,4486061 0,4597146 0,4731619 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4607274 0,4644033 0,4763197 0,4859888 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,4621637 0,4669724 0,4750267 0,4728086 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4774954 0,4657675 0,4781047 0,4701279 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,47 0,47 0,47 0,47 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,4612046 0,4651638 0,4715096 0,4880763 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5130512 0,4960865 0,4872076 0,4837012 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,501997 0,5009995 0,5005006 0,4999966 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,4617487 0,4794989 0,4919587 0,4637728 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4977657 0,4649742 0,4848709 0,4760259 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4748833 0,4622161 0,4649458 0,4602357 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4706418 0,4596008 0,4713621 0,4830401 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4560505 0,4533861 0,4613469 0,4697589 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5182299 0,4918185 0,48 0,48 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4809514 0,4728857 0,4814341 0,4689762 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4539145 0,4759987 0,47758 0,4723372 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4583901 0,463459 0,4653839 0,4812867 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,4765702 0,4934084 0,5097371 0,5054432 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5512515 0,5114403 0,4858345 0,5156606 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,513669 0,4799958 0,5145922 0,4597314 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,4791394 0,4735821 0,4702947 0,4753761 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
0,5 0,5 0,4584357 0,4558201 0,4553724 0,4550513 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4581714 0,4567135 0,4528966 0,4651083 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;0,5 0,5 0,4512178 0,4561991 0,4582371 0,4579425 0,5 0,5 0,5 0,5 ;0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 0,5 ;
